region;provincia;distrito;ciudad;subdivision;unidad;edad;marital;direcc;ingres;ingcat;coche;cochecat;educ;empleo;retirado;empcat;satlab;genero;residen;inalam;multline;voz;busca;internet;idllam;espera;tv;video;cd;pda;pc;fax;noticias;respuest;ProbabilidadIncl_1_;ProbabilidadIncl_2_;PonderacMuestral_Final_
2;26;153;4561;22802;2280141;19;1;0;28;2;14.3;1;2;0;0;1;2;1;3;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.196078431372549;255;255
2;26;153;4561;22802;2280146;59;0;20;70;3;35.2;2;2;11;0;2;5;0;1;0;1;0;0;0;1;1;1;1;1;0;1;0;0;1;.196078431372549;255;255
2;26;153;4561;22802;2280147;28;0;5;39;2;19.1;1;2;2;0;1;1;0;2;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;.196078431372549;255;255
2;26;153;4561;22802;2280149;51;1;18;82;4;42;2;1;19;0;3;5;1;4;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;.196078431372549;255;255
2;26;153;4561;22802;2280150;40;1;6;92;4;47.1;2;4;7;0;2;5;0;2;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;.196078431372549;255;255
2;26;153;4572;22856;2285504;30;1;5;40;2;19.7;1;3;2;0;1;4;0;3;1;1;1;0;0;1;0;1;1;1;0;1;0;1;1;.217391304347826;230;230
2;26;153;4572;22856;2285506;29;1;3;24;1;11.8;1;4;3;0;1;4;0;2;1;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.217391304347826;230;230
2;26;153;4572;22856;2285509;63;1;11;64;3;32.1;2;5;14;0;2;4;1;2;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;.217391304347826;230;230
2;26;153;4572;22856;2285510;69;1;17;59;3;29.1;2;2;21;0;3;5;1;2;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;.217391304347826;230;230
2;26;153;4572;22856;2285518;42;0;12;72;3;35.5;2;2;9;0;2;4;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;.217391304347826;230;230
2;26;153;4572;22857;2285603;57;1;13;14;1;6.9;1;4;12;1;2;3;1;3;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;.222222222222222;225;225
2;26;153;4572;22857;2285606;20;1;0;41;2;20.6;1;3;0;0;1;1;1;6;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;.222222222222222;225;225
2;26;153;4572;22858;2285702;32;0;7;36;2;17.7;1;4;3;0;1;5;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.2;250;250
2;26;153;4572;22858;2285704;42;1;7;54;3;28.2;2;4;8;0;2;5;1;3;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;.2;250;250
2;26;153;4572;22858;2285709;35;0;8;37;2;18.7;1;2;6;0;2;3;1;2;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;.2;250;250
2;26;153;4572;22858;2285712;63;1;27;84;4;39.7;2;4;12;0;2;4;1;2;0;1;1;1;0;0;0;1;1;1;0;1;0;0;1;.2;250;250
2;26;153;4572;22858;2285725;72;1;23;39;2;19.3;1;2;19;0;3;5;0;2;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;.2;250;250
2;26;153;4585;22921;2292003;62;1;9;53;3;27.5;2;1;16;0;3;5;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292004;55;0;10;32;2;15.5;1;2;10;0;2;4;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292018;42;1;8;46;2;23.3;1;3;3;0;1;1;1;2;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292019;71;1;13;64;3;32.7;2;3;9;0;2;5;1;2;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292022;54;1;14;51;3;25.2;2;2;18;0;3;5;0;2;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292023;30;1;3;37;2;18.7;1;4;2;0;1;3;1;2;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292027;30;1;5;30;2;14.7;1;3;3;0;1;2;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;.210526315789474;237.5;237.5
2;26;153;4585;22921;2292032;40;1;6;75;4;38.4;2;4;6;0;2;2;0;3;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;.210526315789474;237.5;237.5
2;26;153;4585;22922;2292106;38;1;6;25;2;12.8;1;1;2;0;1;1;1;3;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;.1875;266.666.666.666.667;266.666.666.666.667
2;26;153;4585;22922;2292108;33;1;4;16;1;7.9;1;3;5;0;2;3;0;4;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;.1875;266.666.666.666.667;266.666.666.666.667
2;26;153;4585;22922;2292109;62;1;12;55;3;27.7;2;4;13;0;2;4;0;2;0;0;1;1;0;1;1;1;1;1;0;0;0;1;0;.1875;266.666.666.666.667;266.666.666.666.667
2;26;153;4585;22923;2292202;32;0;4;55;3;27.2;2;4;4;0;1;2;0;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;.222222222222222;225;225
2;26;153;4585;22923;2292204;22;1;1;35;2;17;1;2;2;0;1;1;1;4;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;.222222222222222;225;225
2;26;153;4585;22923;2292210;44;0;12;24;1;12.1;1;1;12;0;2;4;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.222222222222222;225;225
2;26;153;4585;22923;2292211;40;1;8;36;2;17.8;1;5;4;0;1;4;1;3;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;.222222222222222;225;225
2;26;154;4595;22971;2297011;55;0;14;33;2;16.6;1;1;15;0;3;4;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297014;58;1;13;98;4;48.7;2;4;18;0;3;2;0;6;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297015;43;0;7;17;1;8.6;1;3;6;0;2;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297025;34;0;7;34;2;17.1;1;4;4;0;1;3;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297030;58;0;14;41;2;21.7;1;2;12;0;2;3;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297031;60;0;15;43;2;20.7;1;4;15;0;3;5;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297040;48;0;13;28;2;14.1;1;1;13;0;2;2;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297041;71;0;15;47;2;23.8;1;1;25;0;3;2;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297046;41;1;6;44;2;21.1;1;2;5;0;2;1;1;2;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297049;46;1;16;21;1;10.4;1;2;9;0;2;5;1;2;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297060;42;1;15;17;1;8.4;1;2;5;0;2;3;1;7;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22971;2297061;31;1;5;23;1;11.7;1;4;3;0;1;1;1;2;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297101;59;0;19;57;3;28.6;2;2;14;0;2;5;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297102;39;0;10;71;3;36.3;2;4;6;0;2;3;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297123;27;1;5;18;1;8.9;1;4;1;0;1;1;0;6;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297131;30;1;6;34;2;17.6;1;1;5;0;2;3;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297137;24;1;3;28;2;14;1;2;1;0;1;2;1;6;0;1;0;0;1;0;0;1;1;1;1;0;0;0;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297140;20;0;0;27;2;13.3;1;2;1;0;1;2;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297144;31;1;6;68;3;34.3;2;4;3;0;1;2;1;4;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297146;28;0;4;72;3;36.5;2;3;3;0;1;4;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297147;39;0;9;92;4;44.6;2;3;8;0;2;3;1;3;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297152;36;1;10;81;4;40.7;2;2;4;0;1;4;0;2;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297155;36;1;9;68;3;34.6;2;3;4;0;1;3;0;7;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22972;2297160;40;0;8;68;3;34.5;2;4;7;0;2;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;.19672131147541;254.166.666.666.667;254.166.666.666.667
2;26;154;4595;22973;2297206;38;0;6;59;3;30.2;2;3;7;0;2;2;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;1;1;.2;250;250
2;26;154;4595;22973;2297213;32;1;5;40;2;20.4;1;2;6;0;2;3;1;3;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;.2;250;250
2;26;154;4595;22973;2297222;63;1;13;71;3;34.9;2;3;21;0;3;4;0;2;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;.2;250;250
2;26;154;4595;22973;2297223;25;0;2;23;1;11.1;1;3;1;0;1;2;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;.2;250;250
2;26;154;4595;22973;2297224;76;1;19;18;1;8.9;1;4;19;1;3;4;1;2;1;0;0;1;0;1;1;1;1;1;1;0;0;1;1;.2;250;250
2;26;154;4595;22973;2297227;46;1;16;44;2;22.3;1;3;11;0;2;3;1;4;1;1;1;0;0;0;1;1;1;1;0;1;1;0;1;.2;250;250
2;26;154;4595;22973;2297233;25;1;3;21;1;10.2;1;2;2;0;1;4;1;4;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;.2;250;250
2;26;154;4595;22973;2297235;58;1;17;10;1;4.8;1;1;19;1;3;2;0;4;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;.2;250;250
2;26;154;4595;22973;2297238;47;1;9;205;4;87.3;3;4;9;0;2;3;1;2;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;.2;250;250
2;26;154;4595;22973;2297246;18;1;0;29;2;14.4;1;2;0;0;1;2;1;7;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;.2;250;250
2;26;154;4597;22981;2298002;78;0;21;21;1;10.8;1;1;26;1;3;4;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298006;72;0;11;13;1;6.4;1;3;14;1;2;2;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298012;44;1;11;34;2;17.1;1;3;7;0;2;2;1;4;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298020;42;1;7;27;2;13.3;1;4;8;0;2;4;1;2;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298023;73;1;35;12;1;5.9;1;2;20;1;3;3;0;3;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298025;60;1;11;25;2;12.5;1;3;9;0;2;1;0;2;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298033;68;0;22;81;4;39.3;2;4;16;0;3;4;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298034;68;1;20;25;2;12.6;1;4;24;1;3;4;0;2;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298035;56;1;12;120;4;60.7;3;4;15;0;3;3;0;2;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298036;79;0;21;12;1;6;1;1;18;1;3;4;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298037;43;1;15;47;2;24.4;1;4;4;0;1;3;1;2;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298051;52;0;12;115;4;58.8;3;3;13;0;2;4;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298067;19;0;0;14;1;7;1;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298071;67;0;12;12;1;6;1;1;24;1;3;4;1;3;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298076;62;0;23;66;3;33.4;2;2;17;0;3;5;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;.20253164556962;246.875;246.875
2;26;154;4597;22981;2298079;21;1;0;26;2;13.1;1;3;0;0;1;1;0;3;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;.20253164556962;246.875;246.875
2;26;154;4597;22982;2298103;26;1;1;23;1;11;1;2;3;0;1;3;1;4;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;.208333333333333;240;240
2;26;154;4597;22982;2298111;31;1;5;43;2;21.2;1;4;3;0;1;3;1;5;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298121;35;0;7;58;3;28.6;2;4;4;0;1;4;0;3;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;.208333333333333;240;240
2;26;154;4597;22982;2298124;41;1;8;45;2;22;1;1;13;0;2;4;0;3;0;0;1;1;0;1;1;1;1;1;0;0;0;1;1;.208333333333333;240;240
2;26;154;4597;22982;2298125;70;0;30;17;1;8.6;1;4;13;1;2;3;0;1;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298130;51;1;20;37;2;18.5;1;2;11;0;2;4;0;2;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298138;60;0;27;13;1;6.3;1;4;11;1;2;2;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298141;69;1;23;38;2;19.3;1;1;18;0;3;4;0;3;1;0;1;1;0;1;0;1;1;1;0;1;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298144;64;1;25;22;1;11;1;2;12;1;2;5;1;2;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;.208333333333333;240;240
2;26;154;4597;22982;2298147;55;0;15;58;3;29.2;2;3;8;0;2;4;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;.208333333333333;240;240
2;26;154;4597;22983;2298205;57;1;13;82;4;41.1;2;4;10;0;2;4;0;2;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;.222222222222222;225;225
2;26;154;4597;22983;2298207;56;1;10;58;3;29.3;2;5;7;0;2;3;1;2;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;.222222222222222;225;225
2;26;154;4597;22983;2298212;30;1;2;31;2;15.5;1;2;2;0;1;3;0;3;0;0;0;0;1;0;0;1;1;1;0;1;0;0;1;.222222222222222;225;225
2;26;154;4597;22983;2298214;66;1;18;9;1;4.4;1;3;8;1;2;2;0;2;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;.222222222222222;225;225
3;32;187;5588;27936;2793501;76;1;22;11;1;5.6;1;1;12;1;2;4;1;5;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793505;44;0;7;127;4;63.6;3;3;9;0;2;5;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793507;30;1;6;84;4;41.3;2;3;3;0;1;1;0;2;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793510;42;1;12;108;4;53.8;3;4;7;0;2;5;1;2;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793515;66;0;23;139;4;68.8;3;3;20;0;3;4;0;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;0;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793518;62;1;24;294;4;97.8;3;3;14;0;2;4;1;3;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793519;67;0;16;231;4;100.4;3;2;21;0;3;5;1;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793523;60;1;26;174;4;87.2;3;3;10;0;2;2;0;2;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793526;55;0;11;130;4;64;3;2;18;0;3;3;1;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793529;33;0;6;64;3;32.8;2;4;3;0;1;3;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793551;79;0;28;20;1;9.9;1;1;28;1;3;4;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793552;51;1;13;98;4;47.3;2;2;10;0;2;1;0;2;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793558;45;0;5;105;4;53.1;3;2;10;0;2;3;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793560;56;1;14;203;4;98.8;3;2;19;0;3;3;0;4;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793570;46;1;12;145;4;72;3;2;11;0;2;4;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793572;54;1;9;75;4;35.8;2;1;9;0;2;3;1;4;0;0;0;1;0;1;0;1;1;1;0;0;0;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793575;42;0;10;287;4;96.4;3;3;11;0;2;2;0;2;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27936;2793589;79;1;28;26;2;13.2;1;1;23;1;3;4;0;2;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;.202247191011236;247.222.222.222.222;247.222.222.222.222
3;32;187;5588;27937;2793605;29;1;5;63;3;31.9;2;1;1;0;1;3;1;3;0;0;1;0;0;1;1;1;1;1;0;1;0;1;1;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27937;2793609;19;0;0;33;2;16.2;1;2;0;0;1;1;0;3;1;0;1;0;0;0;1;1;1;1;0;1;0;1;0;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27937;2793611;24;1;3;25;2;11.8;1;2;2;0;1;1;0;4;0;1;0;1;0;0;0;1;1;1;0;0;0;1;1;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27937;2793615;32;1;7;47;2;23.1;1;1;6;0;2;5;1;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27937;2793627;21;1;0;40;2;19.4;1;3;0;0;1;2;0;5;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27937;2793628;26;0;3;40;2;18.7;1;2;3;0;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;.214285714285714;233.333.333.333.333;233.333.333.333.333
3;32;187;5588;27938;2793705;50;1;7;52;3;26.3;2;1;7;0;2;5;1;5;1;0;0;0;0;1;1;1;1;1;0;1;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793709;28;0;2;70;3;35.6;2;1;4;0;1;3;0;3;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793712;44;1;13;68;3;33.6;2;2;4;0;1;2;0;6;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793716;36;1;6;124;4;61.9;3;3;7;0;2;3;0;2;0;1;1;0;1;0;0;1;1;1;0;1;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793717;31;1;1;47;2;23.2;1;5;1;0;1;2;0;3;1;0;0;0;0;0;0;1;1;1;0;0;1;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793723;21;1;0;36;2;17.9;1;3;0;0;1;2;1;4;1;0;0;1;0;1;1;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793724;54;1;22;126;4;62.8;3;4;11;0;2;5;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793725;23;1;2;31;2;15.4;1;2;3;0;1;3;1;4;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793728;41;0;6;27;2;13.2;1;3;6;0;2;3;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793733;54;0;9;164;4;83.2;3;4;14;0;2;5;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793756;23;0;1;64;3;31.9;2;4;0;0;1;1;0;3;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793765;60;0;13;103;4;51.4;3;2;16;0;3;5;1;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793766;74;1;23;60;3;29;2;4;28;1;3;5;0;2;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793772;70;0;25;11;1;5.3;1;3;6;1;2;2;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793774;33;0;6;54;3;27.1;2;3;4;0;1;3;1;1;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;.205128205128205;243.75;243.75
3;32;187;5588;27938;2793776;40;0;10;76;4;37.5;2;2;9;0;2;4;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.205128205128205;243.75;243.75
3;32;187;5597;27981;2798002;54;1;20;38;2;19.3;1;1;19;0;3;2;1;2;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798008;25;0;3;201;4;99.9;3;4;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798014;52;1;17;113;4;57.8;3;3;8;0;2;3;0;3;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798020;24;0;2;22;1;11.3;1;3;0;0;1;2;1;1;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798028;60;0;21;129;4;63.3;3;4;18;0;3;5;0;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798029;41;0;5;56;3;29;2;3;6;0;2;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27981;2798031;61;0;22;40;2;20;1;2;18;0;3;4;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;.212121212121212;235.714.285.714.286;235.714.285.714.286
3;32;187;5597;27982;2798103;24;0;0;24;1;11.9;1;1;1;0;1;2;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;1;0;.202380952380952;247.058.823.529.412;247.058.823.529.412
3;32;187;5597;27982;2798111;77;0;20;35;2;17.4;1;4;17;1;3;4;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;.202380952380952;247.058.823.529.412;247.058.823.529.412
3;32;187;5597;27982;2798114;50;0;14;59;3;29.4;2;1;14;0;2;3;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;.202380952380952;247.058.823.529.412;247.058.823.529.412
